---- Félix Cabrera, ECFM-USAC, 2019 ---- 
Solución numérica para el péndulo elástico: 
Pendulo de longitud 0.29 [m], constante 10.23 [N/m] y masa 0.20 [kg]. 
 z[m], vz[m/s], theta[rad], w[rad/s], t[s], x[m], y[m], 
0.175070, -0.182860, -0.365039, 1.320780, 2.853600, -0.167094, -0.437229, 
0.174329, -0.178436, -0.359553, 1.355468, 2.857700, -0.164432, -0.437446, 
0.173607, -0.173607, -0.353925, 1.389761, 2.861800, -0.161718, -0.437687, 
0.172906, -0.168375, -0.348157, 1.423626, 2.865900, -0.158951, -0.437953, 
0.172227, -0.162740, -0.342252, 1.457032, 2.870000, -0.156135, -0.438245, 
0.171572, -0.156707, -0.336210, 1.489945, 2.874100, -0.153268, -0.438562, 
0.170943, -0.150279, -0.330035, 1.522330, 2.878200, -0.150353, -0.438904, 
0.170341, -0.143460, -0.323728, 1.554154, 2.882300, -0.147390, -0.439273, 
0.169767, -0.136257, -0.317292, 1.585380, 2.886400, -0.144381, -0.439668, 
0.169224, -0.128675, -0.310729, 1.615975, 2.890500, -0.141326, -0.440088, 
0.168712, -0.120721, -0.304042, 1.645903, 2.894600, -0.138227, -0.440536, 
0.168234, -0.112404, -0.297233, 1.675127, 2.898700, -0.135084, -0.441009, 
0.167791, -0.103732, -0.290307, 1.703613, 2.902800, -0.131900, -0.441510, 
0.167384, -0.094715, -0.283265, 1.731325, 2.906900, -0.128674, -0.442037, 
0.167015, -0.085363, -0.276111, 1.758228, 2.911000, -0.125407, -0.442591, 
0.166685, -0.075688, -0.268848, 1.784288, 2.915100, -0.122102, -0.443172, 
0.166395, -0.065701, -0.261481, 1.809470, 2.919200, -0.118759, -0.443779, 
0.166146, -0.055416, -0.254012, 1.833741, 2.923300, -0.115379, -0.444413, 
0.165941, -0.044847, -0.246445, 1.857070, 2.927400, -0.111962, -0.445074, 
0.165779, -0.034007, -0.238785, 1.879424, 2.931500, -0.108512, -0.445762, 
0.165662, -0.022912, -0.231036, 1.900774, 2.935600, -0.105027, -0.446475, 
0.165591, -0.011579, -0.223200, 1.921092, 2.939700, -0.101510, -0.447216, 
0.165568, -0.000023, -0.215284, 1.940349, 2.943800, -0.097961, -0.447982, 
0.165592, 0.011737, -0.207291, 1.958521, 2.947900, -0.094383, -0.448774, 
0.165664, 0.023685, -0.199226, 1.975584, 2.952000, -0.090774, -0.449592, 
0.165786, 0.035800, -0.191093, 1.991516, 2.956100, -0.087138, -0.450435, 
0.165958, 0.048065, -0.182897, 2.006297, 2.960200, -0.083475, -0.451303, 
0.166180, 0.060459, -0.174643, 2.019910, 2.964300, -0.079785, -0.452196, 
0.166454, 0.072961, -0.166335, 2.032339, 2.968400, -0.076071, -0.453112, 
0.166779, 0.085553, -0.157979, 2.043572, 2.972500, -0.072334, -0.454053, 
0.167155, 0.098211, -0.149580, 2.053597, 2.976600, -0.068573, -0.455017, 
0.167584, 0.110916, -0.141141, 2.062406, 2.980700, -0.064792, -0.456004, 
0.168065, 0.123645, -0.132670, 2.069994, 2.984800, -0.060990, -0.457013, 
0.168598, 0.136377, -0.124169, 2.076357, 2.988900, -0.057169, -0.458044, 
0.169183, 0.149089, -0.115645, 2.081495, 2.993000, -0.053330, -0.459096, 
0.169820, 0.161758, -0.107103, 2.085409, 2.997100, -0.049475, -0.460168, 
0.170510, 0.174364, -0.098546, 2.088104, 3.001200, -0.045603, -0.461261, 
0.171250, 0.186884, -0.089982, 2.089587, 3.005300, -0.041718, -0.462372, 
0.172042, 0.199294, -0.081413, 2.089867, 3.009400, -0.037819, -0.463501, 
0.172884, 0.211573, -0.072846, 2.088956, 3.013500, -0.033908, -0.464649, 
0.173777, 0.223700, -0.064286, 2.086868, 3.017600, -0.029986, -0.465812, 
0.174718, 0.235651, -0.055736, 2.083620, 3.021700, -0.026055, -0.466992, 
0.175709, 0.247406, -0.047201, 2.079229, 3.025800, -0.022116, -0.468187, 
0.176747, 0.258944, -0.038688, 2.073717, 3.029900, -0.018169, -0.469395, 
0.177832, 0.270242, -0.030198, 2.067107, 3.034000, -0.014216, -0.470617, 
0.178962, 0.281281, -0.021739, 2.059421, 3.038100, -0.010259, -0.471851, 
0.180138, 0.292041, -0.013313, 2.050688, 3.042200, -0.006299, -0.473096, 
0.181357, 0.302501, -0.004925, 2.040933, 3.046300, -0.002336, -0.474351, 
0.182618, 0.312643, 0.003422, 2.030187, 3.050400, 0.001627, -0.475615, 
0.183920, 0.322448, 0.011722, 2.018479, 3.054500, 0.005590, -0.476887, 
0.185261, 0.331899, 0.019972, 2.005841, 3.058600, 0.009551, -0.478166, 
0.186641, 0.340978, 0.028168, 1.992306, 3.062700, 0.013509, -0.479451, 
0.188057, 0.349668, 0.036308, 1.977906, 3.066800, 0.017462, -0.480740, 
0.189508, 0.357953, 0.044386, 1.962675, 3.070900, 0.021410, -0.482032, 
0.190992, 0.365818, 0.052400, 1.946649, 3.075000, 0.025350, -0.483327, 
0.192507, 0.373250, 0.060348, 1.929860, 3.079100, 0.029281, -0.484623, 
0.194052, 0.380233, 0.068224, 1.912346, 3.083200, 0.033203, -0.485918, 
0.195624, 0.386755, 0.076028, 1.894140, 3.087300, 0.037113, -0.487213, 
0.197222, 0.392804, 0.083755, 1.875278, 3.091400, 0.041011, -0.488504, 
0.198844, 0.398369, 0.091404, 1.855795, 3.095500, 0.044894, -0.489791, 
0.200488, 0.403439, 0.098972, 1.835726, 3.099600, 0.048762, -0.491073, 
0.202152, 0.408005, 0.106456, 1.815104, 3.103700, 0.052613, -0.492349, 
0.203833, 0.412057, 0.113855, 1.793964, 3.107800, 0.056445, -0.493616, 
0.205530, 0.415587, 0.121166, 1.772338, 3.111900, 0.060257, -0.494875, 
0.207240, 0.418590, 0.128388, 1.750260, 3.116000, 0.064048, -0.496123, 
0.208962, 0.421058, 0.135518, 1.727762, 3.120100, 0.067817, -0.497360, 
0.210692, 0.422985, 0.142555, 1.704873, 3.124200, 0.071561, -0.498583, 
0.212429, 0.424368, 0.149497, 1.681625, 3.128300, 0.075279, -0.499792, 
0.214171, 0.425202, 0.156344, 1.658047, 3.132400, 0.078970, -0.500985, 
0.215915, 0.425485, 0.163093, 1.634166, 3.136500, 0.082633, -0.502162, 
0.217659, 0.425213, 0.169744, 1.610010, 3.140600, 0.086266, -0.503320, 
0.219401, 0.424387, 0.176295, 1.585605, 3.144700, 0.089866, -0.504459, 
0.221139, 0.423006, 0.182745, 1.560975, 3.148800, 0.093434, -0.505578, 
0.222869, 0.421069, 0.189094, 1.536146, 3.152900, 0.096968, -0.506674, 
0.224591, 0.418578, 0.195341, 1.511138, 3.157000, 0.100465, -0.507747, 
0.226301, 0.415534, 0.201485, 1.485975, 3.161100, 0.103925, -0.508796, 
0.227997, 0.411941, 0.207526, 1.460676, 3.165200, 0.107346, -0.509819, 
0.229678, 0.407801, 0.213463, 1.435260, 3.169300, 0.110727, -0.510815, 
0.231341, 0.403118, 0.219295, 1.409746, 3.173400, 0.114066, -0.511783, 
0.232983, 0.397897, 0.225023, 1.384151, 3.177500, 0.117362, -0.512722, 
0.234603, 0.392143, 0.230645, 1.358490, 3.181600, 0.120613, -0.513631, 
0.236198, 0.385863, 0.236162, 1.332777, 3.185700, 0.123818, -0.514509, 
0.237766, 0.379063, 0.241574, 1.307027, 3.189800, 0.126976, -0.515354, 
0.239305, 0.371751, 0.246880, 1.281252, 3.193900, 0.130085, -0.516166, 
0.240814, 0.363933, 0.252080, 1.255463, 3.198000, 0.133143, -0.516943, 
0.242289, 0.355620, 0.257175, 1.229671, 3.202100, 0.136150, -0.517685, 
0.243729, 0.346820, 0.262163, 1.203884, 3.206200, 0.139104, -0.518390, 
0.245132, 0.337542, 0.267046, 1.178112, 3.210300, 0.142004, -0.519058, 
0.246496, 0.327798, 0.271824, 1.152361, 3.214400, 0.144849, -0.519687, 
0.247819, 0.317597, 0.276496, 1.126639, 3.218500, 0.147636, -0.520278, 
0.249100, 0.306951, 0.281062, 1.100950, 3.222600, 0.150366, -0.520829, 
0.250336, 0.295872, 0.285524, 1.075299, 3.226700, 0.153036, -0.521339, 
0.251526, 0.284372, 0.289880, 1.049690, 3.230800, 0.155646, -0.521807, 
0.252667, 0.272464, 0.294131, 1.024126, 3.234900, 0.158194, -0.522233, 
0.253759, 0.260161, 0.298278, 0.998609, 3.239000, 0.160679, -0.522616, 
0.254800, 0.247477, 0.302320, 0.973141, 3.243100, 0.163100, -0.522956, 
0.255788, 0.234425, 0.306258, 0.947723, 3.247200, 0.165455, -0.523252, 
0.256722, 0.221020, 0.310091, 0.922354, 3.251300, 0.167745, -0.523503, 
0.257600, 0.207276, 0.313821, 0.897034, 3.255400, 0.169968, -0.523709, 
0.258421, 0.193210, 0.317447, 0.871761, 3.259500, 0.172122, -0.523869, 
0.259184, 0.178835, 0.320970, 0.846534, 3.263600, 0.174207, -0.523984, 
0.259887, 0.164169, 0.324389, 0.821351, 3.267700, 0.176221, -0.524052, 
0.260530, 0.149227, 0.327705, 0.796207, 3.271800, 0.178165, -0.524073, 
0.261110, 0.134025, 0.330918, 0.771101, 3.275900, 0.180037, -0.524047, 
0.261628, 0.118581, 0.334028, 0.746027, 3.280000, 0.181835, -0.523974, 
0.262082, 0.102910, 0.337035, 0.720981, 3.284100, 0.183560, -0.523853, 
0.262472, 0.087031, 0.339940, 0.695959, 3.288200, 0.185211, -0.523685, 
0.262796, 0.070960, 0.342742, 0.670954, 3.292300, 0.186787, -0.523469, 
0.263053, 0.054715, 0.345442, 0.645961, 3.296400, 0.188287, -0.523205, 
0.263244, 0.038314, 0.348039, 0.620973, 3.300500, 0.189710, -0.522894, 
0.263367, 0.021775, 0.350534, 0.595985, 3.304600, 0.191056, -0.522535, 
0.263423, 0.005115, 0.352926, 0.570989, 3.308700, 0.192325, -0.522128, 
0.263409, -0.011646, 0.355216, 0.545978, 3.312800, 0.193515, -0.521673, 
0.263327, -0.028492, 0.357403, 0.520944, 3.316900, 0.194627, -0.521172, 
0.263176, -0.045402, 0.359487, 0.495879, 3.321000, 0.195659, -0.520623, 
0.262955, -0.062359, 0.361469, 0.470775, 3.325100, 0.196613, -0.520028, 
0.262664, -0.079344, 0.363348, 0.445624, 3.329200, 0.197486, -0.519386, 
0.262304, -0.096339, 0.365123, 0.420417, 3.333300, 0.198279, -0.518698, 
0.261874, -0.113324, 0.366795, 0.395145, 3.337400, 0.198992, -0.517965, 
0.261375, -0.130281, 0.368363, 0.369799, 3.341500, 0.199624, -0.517186, 
0.260806, -0.147191, 0.369827, 0.344370, 3.345600, 0.200176, -0.516363, 
0.260168, -0.164035, 0.371187, 0.318848, 3.349700, 0.200646, -0.515496, 
0.259461, -0.180795, 0.372442, 0.293224, 3.353800, 0.201035, -0.514585, 
0.258686, -0.197452, 0.373591, 0.267488, 3.357900, 0.201344, -0.513632, 
0.257842, -0.213986, 0.374635, 0.241630, 3.362000, 0.201571, -0.512636, 
0.256931, -0.230380, 0.375572, 0.215640, 3.366100, 0.201717, -0.511600, 
0.255953, -0.246615, 0.376403, 0.189508, 3.370200, 0.201783, -0.510522, 
0.254909, -0.262672, 0.377126, 0.163224, 3.374300, 0.201768, -0.509406, 
0.253799, -0.278533, 0.377741, 0.136778, 3.378400, 0.201672, -0.508250, 
0.252625, -0.294179, 0.378247, 0.110159, 3.382500, 0.201495, -0.507057, 
0.251388, -0.309593, 0.378644, 0.083359, 3.386600, 0.201239, -0.505827, 
0.250087, -0.324756, 0.378931, 0.056366, 3.390700, 0.200903, -0.504561, 
0.248725, -0.339650, 0.379106, 0.029170, 3.394800, 0.200487, -0.503260, 
0.247302, -0.354258, 0.379170, 0.001763, 3.398900, 0.199992, -0.501926, 
0.245820, -0.368563, 0.379120, -0.025867, 3.403000, 0.199419, -0.500559, 
0.244281, -0.382546, 0.378957, -0.053728, 3.407100, 0.198768, -0.499161, 
0.242684, -0.396191, 0.378679, -0.081830, 3.411200, 0.198039, -0.497733, 
0.241032, -0.409481, 0.378286, -0.110183, 3.415300, 0.197233, -0.496276, 
0.239327, -0.422399, 0.377776, -0.138794, 3.419400, 0.196351, -0.494791, 
0.237569, -0.434928, 0.377147, -0.167674, 3.423500, 0.195393, -0.493280, 
0.235761, -0.447053, 0.376400, -0.196829, 3.427600, 0.194359, -0.491744, 
0.233904, -0.458758, 0.375533, -0.226269, 3.431700, 0.193252, -0.490185, 
0.232000, -0.470026, 0.374544, -0.256000, 3.435800, 0.192070, -0.488604, 
0.230050, -0.480843, 0.373433, -0.286029, 3.439900, 0.190816, -0.487002, 
0.228057, -0.491194, 0.372199, -0.316363, 3.444000, 0.189490, -0.485381, 
0.226023, -0.501064, 0.370839, -0.347008, 3.448100, 0.188093, -0.483742, 
0.223949, -0.510438, 0.369353, -0.377969, 3.452200, 0.186625, -0.482087, 
0.221838, -0.519304, 0.367739, -0.409250, 3.456300, 0.185088, -0.480417, 
0.219692, -0.527646, 0.365996, -0.440854, 3.460400, 0.183482, -0.478735, 
0.217512, -0.535452, 0.364124, -0.472786, 3.464500, 0.181809, -0.477041, 
0.215302, -0.542709, 0.362119, -0.505046, 3.468600, 0.180069, -0.475338, 
0.213063, -0.549405, 0.359982, -0.537636, 3.472700, 0.178264, -0.473626, 
0.210798, -0.555528, 0.357710, -0.570555, 3.476800, 0.176395, -0.471908, 
0.208508, -0.561065, 0.355303, -0.603802, 3.480900, 0.174462, -0.470185, 
0.206198, -0.566008, 0.352758, -0.637374, 3.485000, 0.172467, -0.468459, 
0.203868, -0.570343, 0.350076, -0.671268, 3.489100, 0.170410, -0.466731, 
0.201522, -0.574063, 0.347254, -0.705478, 3.493200, 0.168294, -0.465004, 
0.199161, -0.577156, 0.344290, -0.739998, 3.497300, 0.166119, -0.463279, 
0.196790, -0.579615, 0.341185, -0.774819, 3.501400, 0.163886, -0.461558, 
0.194409, -0.581430, 0.337937, -0.809930, 3.505500, 0.161596, -0.459842, 
0.192023, -0.582595, 0.334543, -0.845321, 3.509600, 0.159251, -0.458133, 
0.189633, -0.583101, 0.331005, -0.880978, 3.513700, 0.156852, -0.456434, 
0.187242, -0.582942, 0.327319, -0.916884, 3.517800, 0.154401, -0.454745, 
0.184854, -0.582112, 0.323486, -0.953022, 3.521900, 0.151897, -0.453069, 
0.182470, -0.580607, 0.319504, -0.989373, 3.526000, 0.149343, -0.451407, 
0.180094, -0.578420, 0.315373, -1.025914, 3.530100, 0.146740, -0.449761, 
0.177728, -0.575549, 0.311091, -1.062621, 3.534200, 0.144089, -0.448133, 
0.175375, -0.571991, 0.306659, -1.099467, 3.538300, 0.141391, -0.446524, 
0.173039, -0.567742, 0.302075, -1.136424, 3.542400, 0.138648, -0.444937, 
0.170721, -0.562803, 0.297340, -1.173460, 3.546500, 0.135860, -0.443372, 
0.168425, -0.557171, 0.292453, -1.210540, 3.550600, 0.133030, -0.441832, 
0.166153, -0.550847, 0.287414, -1.247629, 3.554700, 0.130157, -0.440318, 
0.163909, -0.543832, 0.282223, -1.284687, 3.558800, 0.127245, -0.438833, 
0.161694, -0.536128, 0.276879, -1.321672, 3.562900, 0.124293, -0.437376, 
0.159513, -0.527739, 0.271385, -1.358541, 3.567000, 0.121303, -0.435951, 
0.157368, -0.518667, 0.265740, -1.395245, 3.571100, 0.118277, -0.434559, 
0.155261, -0.508918, 0.259944, -1.431736, 3.575200, 0.115215, -0.433201, 
0.153196, -0.498498, 0.254000, -1.467962, 3.579300, 0.112119, -0.431880, 
0.151174, -0.487413, 0.247907, -1.503869, 3.583400, 0.108990, -0.430595, 
0.149200, -0.475672, 0.241669, -1.539401, 3.587500, 0.105829, -0.429349, 
0.147275, -0.463284, 0.235285, -1.574498, 3.591600, 0.102637, -0.428144, 
0.145402, -0.450259, 0.228758, -1.609101, 3.595700, 0.099416, -0.426981, 
0.143583, -0.436608, 0.222091, -1.643147, 3.599800, 0.096166, -0.425860, 
0.141822, -0.422344, 0.215285, -1.676573, 3.603900, 0.092889, -0.424785, 
0.140121, -0.407481, 0.208344, -1.709313, 3.608000, 0.089587, -0.423755, 
0.138482, -0.392033, 0.201270, -1.741301, 3.612100, 0.086259, -0.422772, 
0.136907, -0.376017, 0.194067, -1.772469, 3.616200, 0.082908, -0.421837, 
0.135399, -0.359449, 0.186737, -1.802751, 3.620300, 0.079534, -0.420952, 
0.133960, -0.342349, 0.179285, -1.832079, 3.624400, 0.076138, -0.420117, 
0.132593, -0.324735, 0.171715, -1.860384, 3.628500, 0.072722, -0.419334, 
0.131298, -0.306629, 0.164032, -1.887600, 3.632600, 0.069287, -0.418603, 
0.130079, -0.288053, 0.156239, -1.913661, 3.636700, 0.065833, -0.417926, 
0.128937, -0.269029, 0.148341, -1.938502, 3.640800, 0.062361, -0.417303, 
0.127873, -0.249581, 0.140345, -1.962060, 3.644900, 0.058874, -0.416735, 
0.126891, -0.229735, 0.132254, -1.984273, 3.649000, 0.055371, -0.416224, 
0.125990, -0.209517, 0.124076, -2.005083, 3.653100, 0.051853, -0.415769, 
0.125173, -0.188954, 0.115815, -2.024434, 3.657200, 0.048322, -0.415372, 
0.124441, -0.168075, 0.107477, -2.042274, 3.661300, 0.044779, -0.415032, 
0.123795, -0.146907, 0.099070, -2.058554, 3.665400, 0.041224, -0.414752, 
0.123237, -0.125481, 0.090599, -2.073229, 3.669500, 0.037659, -0.414530, 
0.122767, -0.103828, 0.082072, -2.086259, 3.673600, 0.034084, -0.414367, 
0.122386, -0.081978, 0.073494, -2.097608, 3.677700, 0.030501, -0.414264, 
0.122095, -0.059964, 0.064874, -2.107244, 3.681800, 0.026910, -0.414222, 
0.121894, -0.037817, 0.056217, -2.115143, 3.685900, 0.023312, -0.414239, 
0.121785, -0.015571, 0.047532, -2.121283, 3.690000, 0.019708, -0.414316, 
0.121767, 0.006742, 0.038825, -2.125650, 3.694100, 0.016099, -0.414454, 
0.121840, 0.029089, 0.030104, -2.128234, 3.698200, 0.012486, -0.414652, 
0.122005, 0.051435, 0.021376, -2.129033, 3.702300, 0.008871, -0.414910, 
0.122262, 0.073749, 0.012648, -2.128048, 3.706400, 0.005252, -0.415229, 
0.122610, 0.095995, 0.003929, -2.125286, 3.710500, 0.001633, -0.415607, 
0.123049, 0.118141, -0.004776, -2.120762, 3.714600, -0.001987, -0.416044, 
0.123578, 0.140154, -0.013459, -2.114494, 3.718700, -0.005607, -0.416541, 
0.124198, 0.162001, -0.022113, -2.106508, 3.722800, -0.009225, -0.417096, 
0.124907, 0.183650, -0.030730, -2.096831, 3.726900, -0.012840, -0.417709, 
0.125703, 0.205068, -0.039305, -2.085500, 3.731000, -0.016453, -0.418380, 
0.126588, 0.226225, -0.047829, -2.072552, 3.735100, -0.020061, -0.419108, 
0.127558, 0.247090, -0.056298, -2.058032, 3.739200, -0.023664, -0.419892, 
0.128613, 0.267633, -0.064703, -2.041987, 3.743300, -0.027261, -0.420731, 
0.129752, 0.287825, -0.073040, -2.024468, 3.747400, -0.030850, -0.421625, 
0.130973, 0.307637, -0.081302, -2.005529, 3.751500, -0.034432, -0.422573, 
0.132274, 0.327042, -0.089483, -1.985229, 3.755600, -0.038004, -0.423573, 
0.133654, 0.346013, -0.097579, -1.963626, 3.759700, -0.041566, -0.424625, 
0.135111, 0.364526, -0.105583, -1.940783, 3.763800, -0.045117, -0.425727, 
0.136643, 0.382556, -0.113492, -1.916764, 3.767900, -0.048656, -0.426879, 
0.138247, 0.400079, -0.121299, -1.891634, 3.772000, -0.052182, -0.428079, 
0.139923, 0.417074, -0.129002, -1.865458, 3.776100, -0.055693, -0.429325, 
0.141667, 0.433519, -0.136595, -1.838303, 3.780200, -0.059189, -0.430618, 
0.143477, 0.449394, -0.144074, -1.810237, 3.784300, -0.062668, -0.431954, 
0.145351, 0.464680, -0.151437, -1.781325, 3.788400, -0.066129, -0.433334, 
0.147286, 0.479361, -0.158680, -1.751634, 3.792500, -0.069572, -0.434755, 
0.149281, 0.493419, -0.165800, -1.721230, 3.796600, -0.072995, -0.436216, 
0.151331, 0.506839, -0.172793, -1.690176, 3.800700, -0.076396, -0.437715, 
0.153436, 0.519608, -0.179659, -1.658537, 3.804800, -0.079775, -0.439250, 
0.155591, 0.531713, -0.186393, -1.626373, 3.808900, -0.083131, -0.440821, 
0.157795, 0.543141, -0.192994, -1.593745, 3.813000, -0.086462, -0.442426, 
0.160044, 0.553882, -0.199461, -1.560710, 3.817100, -0.089767, -0.444062, 
0.162336, 0.563927, -0.205792, -1.527324, 3.821200, -0.093044, -0.445728, 
0.164667, 0.573267, -0.211985, -1.493642, 3.825300, -0.096293, -0.447423, 
0.167036, 0.581895, -0.218039, -1.459715, 3.829400, -0.099513, -0.449144, 
0.169438, 0.589805, -0.223954, -1.425591, 3.833500, -0.102701, -0.450889, 
0.171871, 0.596992, -0.229729, -1.391318, 3.837600, -0.105857, -0.452658, 
0.174332, 0.603452, -0.235363, -1.356939, 3.841700, -0.108980, -0.454448, 
0.176818, 0.609181, -0.240855, -1.322496, 3.845800, -0.112067, -0.456257, 
0.179327, 0.614178, -0.246207, -1.288029, 3.849900, -0.115119, -0.458083, 
0.181854, 0.618441, -0.251417, -1.253574, 3.854000, -0.118133, -0.459925, 
0.184397, 0.621970, -0.256486, -1.219164, 3.858100, -0.121108, -0.461780, 
0.186953, 0.624765, -0.261415, -1.184832, 3.862200, -0.124043, -0.463647, 
0.189519, 0.626829, -0.266202, -1.150607, 3.866300, -0.126936, -0.465523, 
0.192092, 0.628163, -0.270850, -1.116515, 3.870400, -0.129786, -0.467407, 
0.194669, 0.628771, -0.275358, -1.082581, 3.874500, -0.132593, -0.469297, 
0.197247, 0.628656, -0.279727, -1.048827, 3.878600, -0.135354, -0.471191, 
0.199823, 0.627824, -0.283958, -1.015274, 3.882700, -0.138068, -0.473087, 
0.202394, 0.626280, -0.288053, -0.981938, 3.886800, -0.140734, -0.474983, 
0.204957, 0.624029, -0.292011, -0.948837, 3.890900, -0.143351, -0.476877, 
0.207510, 0.621080, -0.295834, -0.915985, 3.895000, -0.145917, -0.478768, 
0.210049, 0.617439, -0.299522, -0.883392, 3.899100, -0.148432, -0.480652, 
0.212572, 0.613115, -0.303078, -0.851071, 3.903200, -0.150893, -0.482529, 
0.215076, 0.608117, -0.306501, -0.819029, 3.907300, -0.153299, -0.484397, 
0.217558, 0.602454, -0.309794, -0.787273, 3.911400, -0.155650, -0.486253, 
0.220015, 0.596136, -0.312957, -0.755811, 3.915500, -0.157944, -0.488096, 
0.222445, 0.589174, -0.315992, -0.724645, 3.919600, -0.160180, -0.489925, 
0.224845, 0.581580, -0.318900, -0.693779, 3.923700, -0.162356, -0.491736, 
0.227213, 0.573365, -0.321682, -0.663214, 3.927800, -0.164472, -0.493529, 
0.229546, 0.564541, -0.324339, -0.632952, 3.931900, -0.166526, -0.495301, 
0.231842, 0.555122, -0.326872, -0.602990, 3.936000, -0.168517, -0.497052, 
0.234097, 0.545120, -0.329284, -0.573329, 3.940100, -0.170445, -0.498779, 
0.236311, 0.534549, -0.331574, -0.543966, 3.944200, -0.172307, -0.500480, 
0.238480, 0.523424, -0.333744, -0.514897, 3.948300, -0.174104, -0.502154, 
0.240602, 0.511760, -0.335796, -0.486117, 3.952400, -0.175833, -0.503800, 
0.242676, 0.499571, -0.337731, -0.457623, 3.956500, -0.177495, -0.505415, 
0.244698, 0.486872, -0.339549, -0.429409, 3.960600, -0.179087, -0.506998, 
0.246667, 0.473681, -0.341253, -0.401468, 3.964700, -0.180609, -0.508548, 
0.248582, 0.460013, -0.342842, -0.373793, 3.968800, -0.182061, -0.510063, 
0.250439, 0.445884, -0.344318, -0.346378, 3.972900, -0.183440, -0.511542, 
0.252237, 0.431312, -0.345682, -0.319214, 3.977000, -0.184747, -0.512983, 
0.253975, 0.416314, -0.346936, -0.292294, 3.981100, -0.185981, -0.514386, 
0.255650, 0.400908, -0.348080, -0.265609, 3.985200, -0.187141, -0.515748, 
0.257262, 0.385112, -0.349114, -0.239149, 3.989300, -0.188226, -0.517068, 
0.258808, 0.368943, -0.350041, -0.212905, 3.993400, -0.189235, -0.518345, 
0.260287, 0.352421, -0.350860, -0.186869, 3.997500, -0.190168, -0.519579, 
0.261697, 0.335563, -0.351573, -0.161030, 4.001600, -0.191024, -0.520767, 
0.263038, 0.318390, -0.352181, -0.135378, 4.005700, -0.191803, -0.521910, 
0.264308, 0.300920, -0.352684, -0.109903, 4.009800, -0.192504, -0.523005, 
0.265505, 0.283173, -0.353082, -0.084594, 4.013900, -0.193126, -0.524052, 
0.266629, 0.265168, -0.353378, -0.059442, 4.018000, -0.193670, -0.525049, 
0.267679, 0.246926, -0.353570, -0.034435, 4.022100, -0.194135, -0.525997, 
0.268654, 0.228465, -0.353660, -0.009563, 4.026200, -0.194520, -0.526894, 
0.269552, 0.209807, -0.353649, 0.015185, 4.030300, -0.194825, -0.527739, 
0.270374, 0.190971, -0.353536, 0.039820, 4.034400, -0.195050, -0.528532, 
0.271118, 0.171978, -0.353322, 0.064352, 4.038500, -0.195194, -0.529272, 
0.271784, 0.152848, -0.353008, 0.088792, 4.042600, -0.195258, -0.529958, 
0.272371, 0.133602, -0.352594, 0.113152, 4.046700, -0.195242, -0.530590, 
0.272879, 0.114261, -0.352081, 0.137442, 4.050800, -0.195144, -0.531167, 
0.273308, 0.094845, -0.351467, 0.161673, 4.054900, -0.194966, -0.531689, 
0.273657, 0.075375, -0.350755, 0.185855, 4.059000, -0.194707, -0.532155, 
0.273926, 0.055872, -0.349943, 0.209999, 4.063100, -0.194368, -0.532566, 
0.274115, 0.036356, -0.349033, 0.234116, 4.067200, -0.193947, -0.532920, 
0.274224, 0.016848, -0.348024, 0.258216, 4.071300, -0.193446, -0.533218, 
0.274253, -0.002630, -0.346916, 0.282310, 4.075400, -0.192865, -0.533460, 
0.274203, -0.022059, -0.345709, 0.306407, 4.079500, -0.192204, -0.533644, 
0.274073, -0.041418, -0.344403, 0.330518, 4.083600, -0.191463, -0.533772, 
0.273863, -0.060686, -0.342998, 0.354653, 4.087700, -0.190643, -0.533844, 
0.273575, -0.079842, -0.341495, 0.378820, 4.091800, -0.189744, -0.533858, 
0.273209, -0.098866, -0.339892, 0.403031, 4.095900, -0.188766, -0.533816, 
0.272765, -0.117739, -0.338190, 0.427294, 4.100000, -0.187709, -0.533718, 
0.272243, -0.136439, -0.336388, 0.451618, 4.104100, -0.186575, -0.533563, 
0.271646, -0.154947, -0.334487, 0.476012, 4.108200, -0.185364, -0.533353, 
0.270973, -0.173242, -0.332485, 0.500484, 4.112300, -0.184077, -0.533087, 
0.270226, -0.191307, -0.330382, 0.525043, 4.116400, -0.182713, -0.532766, 
0.269405, -0.209120, -0.328179, 0.549697, 4.120500, -0.181274, -0.532390, 
0.268511, -0.226663, -0.325875, 0.574453, 4.124600, -0.179761, -0.531960, 
0.267547, -0.243916, -0.323469, 0.599318, 4.128700, -0.178174, -0.531476, 
0.266512, -0.260862, -0.320960, 0.624300, 4.132800, -0.176514, -0.530939, 
0.265408, -0.277481, -0.318349, 0.649404, 4.136900, -0.174781, -0.530350, 
0.264237, -0.293756, -0.315635, 0.674637, 4.141000, -0.172977, -0.529709, 
0.263000, -0.309669, -0.312817, 0.700005, 4.145100, -0.171103, -0.529017, 
0.261698, -0.325201, -0.309895, 0.725511, 4.149200, -0.169160, -0.528275, 
0.260334, -0.340336, -0.306868, 0.751162, 4.153300, -0.167148, -0.527484, 
0.258908, -0.355057, -0.303735, 0.776959, 4.157400, -0.165068, -0.526645, 
0.257423, -0.369348, -0.300496, 0.802908, 4.161500, -0.162922, -0.525758, 
0.255880, -0.383193, -0.297151, 0.829010, 4.165600, -0.160710, -0.524825, 
0.254281, -0.396575, -0.293698, 0.855268, 4.169700, -0.158435, -0.523846, 
