---- Félix Cabrera, ECFM-USAC, 2019 ---- 
Solución numérica para el péndulo elástico: 
Pendulo de longitud 0.29 [m], constante 10.23 [N/m] y masa 0.20 [kg]. 
 z[m], vz[m/s], theta[rad], w[rad/s], t[s], x[m], y[m], 
0.225184, 0.552988, 0.239797, 1.191957, 8.585400, 0.123071, -0.503357, 
0.227441, 0.547557, 0.244625, 1.163166, 8.589500, 0.126047, -0.504946, 
0.229674, 0.541479, 0.249335, 1.134495, 8.593600, 0.128975, -0.506511, 
0.231880, 0.534763, 0.253928, 1.105956, 8.597700, 0.131854, -0.508049, 
0.234058, 0.527418, 0.258404, 1.077559, 8.601800, 0.134683, -0.509559, 
0.236204, 0.519453, 0.262764, 1.049313, 8.605900, 0.137461, -0.511040, 
0.238316, 0.510879, 0.267008, 1.021226, 8.610000, 0.140186, -0.512489, 
0.240392, 0.501706, 0.271138, 0.993305, 8.614100, 0.142858, -0.513906, 
0.242430, 0.491946, 0.275154, 0.965555, 8.618200, 0.145474, -0.515289, 
0.244426, 0.481610, 0.279056, 0.937980, 8.622300, 0.148033, -0.516636, 
0.246378, 0.470712, 0.282845, 0.910584, 8.626400, 0.150535, -0.517946, 
0.248285, 0.459265, 0.286523, 0.883368, 8.630500, 0.152977, -0.519218, 
0.250143, 0.447283, 0.290089, 0.856334, 8.634600, 0.155360, -0.520450, 
0.251952, 0.434778, 0.293545, 0.829482, 8.638700, 0.157680, -0.521641, 
0.253708, 0.421767, 0.296891, 0.802812, 8.642800, 0.159939, -0.522790, 
0.255410, 0.408264, 0.300129, 0.776323, 8.646900, 0.162133, -0.523895, 
0.257055, 0.394284, 0.303257, 0.750012, 8.651000, 0.164263, -0.524955, 
0.258642, 0.379844, 0.306279, 0.723877, 8.655100, 0.166327, -0.525970, 
0.260169, 0.364960, 0.309193, 0.697914, 8.659200, 0.168324, -0.526937, 
0.261634, 0.349649, 0.312002, 0.672119, 8.663300, 0.170253, -0.527857, 
0.263036, 0.333928, 0.314705, 0.646488, 8.667400, 0.172113, -0.528727, 
0.264372, 0.317814, 0.317303, 0.621015, 8.671500, 0.173903, -0.529548, 
0.265641, 0.301326, 0.319798, 0.595694, 8.675600, 0.175622, -0.530318, 
0.266842, 0.284481, 0.322188, 0.570520, 8.679700, 0.177270, -0.531035, 
0.267973, 0.267297, 0.324476, 0.545486, 8.683800, 0.178845, -0.531701, 
0.269034, 0.249795, 0.326661, 0.520585, 8.687900, 0.180347, -0.532313, 
0.270021, 0.231991, 0.328745, 0.495809, 8.692000, 0.181775, -0.532871, 
0.270936, 0.213907, 0.330727, 0.471151, 8.696100, 0.183127, -0.533374, 
0.271775, 0.195561, 0.332609, 0.446602, 8.700200, 0.184405, -0.533822, 
0.272539, 0.176973, 0.334390, 0.422154, 8.704300, 0.185606, -0.534214, 
0.273226, 0.158163, 0.336070, 0.397798, 8.708400, 0.186730, -0.534550, 
0.273835, 0.139152, 0.337652, 0.373526, 8.712500, 0.187777, -0.534829, 
0.274367, 0.119958, 0.339133, 0.349327, 8.716600, 0.188746, -0.535051, 
0.274819, 0.100604, 0.340516, 0.325193, 8.720700, 0.189637, -0.535216, 
0.275191, 0.081109, 0.341800, 0.301113, 8.724800, 0.190448, -0.535323, 
0.275484, 0.061494, 0.342985, 0.277079, 8.728900, 0.191181, -0.535372, 
0.275696, 0.041780, 0.344072, 0.253080, 8.733000, 0.191834, -0.535364, 
0.275826, 0.021988, 0.345061, 0.229105, 8.737100, 0.192408, -0.535297, 
0.275876, 0.002139, 0.345951, 0.205145, 8.741200, 0.192901, -0.535172, 
0.275844, -0.017747, 0.346743, 0.181188, 8.745300, 0.193314, -0.534989, 
0.275730, -0.037648, 0.347437, 0.157226, 8.749400, 0.193646, -0.534748, 
0.275535, -0.057543, 0.348032, 0.133245, 8.753500, 0.193898, -0.534449, 
0.275258, -0.077411, 0.348529, 0.109237, 8.757600, 0.194069, -0.534093, 
0.274900, -0.097230, 0.348928, 0.085191, 8.761700, 0.194160, -0.533679, 
0.274461, -0.116981, 0.349228, 0.061094, 8.765800, 0.194169, -0.533208, 
0.273941, -0.136642, 0.349429, 0.036937, 8.769900, 0.194099, -0.532680, 
0.273341, -0.156191, 0.349530, 0.012709, 8.774000, 0.193947, -0.532096, 
0.272661, -0.175609, 0.349533, -0.011601, 8.778100, 0.193716, -0.531457, 
0.271901, -0.194874, 0.349435, -0.036004, 8.782200, 0.193404, -0.530762, 
0.271063, -0.213965, 0.349237, -0.060512, 8.786300, 0.193012, -0.530013, 
0.270147, -0.232862, 0.348939, -0.085134, 8.790400, 0.192540, -0.529209, 
0.269154, -0.251546, 0.348539, -0.109881, 8.794500, 0.191990, -0.528353, 
0.268085, -0.269994, 0.348038, -0.134765, 8.798600, 0.191360, -0.527444, 
0.266940, -0.288188, 0.347434, -0.159795, 8.802700, 0.190652, -0.526484, 
0.265722, -0.306107, 0.346727, -0.184982, 8.806800, 0.189866, -0.525472, 
0.264431, -0.323731, 0.345917, -0.210336, 8.810900, 0.189002, -0.524411, 
0.263068, -0.341042, 0.345002, -0.235868, 8.815000, 0.188061, -0.523301, 
0.261634, -0.358020, 0.343982, -0.261587, 8.819100, 0.187044, -0.522143, 
0.260132, -0.374645, 0.342857, -0.287502, 8.823200, 0.185951, -0.520939, 
0.258563, -0.390900, 0.341625, -0.313624, 8.827300, 0.184784, -0.519689, 
0.256927, -0.406765, 0.340285, -0.339961, 8.831400, 0.183541, -0.518394, 
0.255228, -0.422222, 0.338837, -0.366522, 8.835500, 0.182226, -0.517057, 
0.253466, -0.437254, 0.337279, -0.393315, 8.839600, 0.180837, -0.515677, 
0.251643, -0.451843, 0.335611, -0.420349, 8.843700, 0.179376, -0.514257, 
0.249761, -0.465971, 0.333832, -0.447631, 8.847800, 0.177844, -0.512798, 
0.247823, -0.479622, 0.331940, -0.475167, 8.851900, 0.176242, -0.511300, 
0.245829, -0.492779, 0.329935, -0.502965, 8.856000, 0.174571, -0.509767, 
0.243783, -0.505427, 0.327815, -0.531031, 8.860100, 0.172831, -0.508198, 
0.241685, -0.517549, 0.325580, -0.559369, 8.864200, 0.171024, -0.506596, 
0.239539, -0.529130, 0.323228, -0.587985, 8.868300, 0.169150, -0.504962, 
0.237347, -0.540155, 0.320758, -0.616881, 8.872400, 0.167211, -0.503298, 
0.235111, -0.550611, 0.318169, -0.646063, 8.876500, 0.165208, -0.501605, 
0.232833, -0.560482, 0.315460, -0.675530, 8.880600, 0.163142, -0.499885, 
0.230516, -0.569755, 0.312630, -0.705286, 8.884700, 0.161014, -0.498140, 
0.228162, -0.578418, 0.309677, -0.735330, 8.888800, 0.158824, -0.496371, 
0.225774, -0.586457, 0.306600, -0.765660, 8.892900, 0.156576, -0.494581, 
0.223354, -0.593862, 0.303398, -0.796277, 8.897000, 0.154268, -0.492770, 
0.220905, -0.600620, 0.300070, -0.827175, 8.901100, 0.151904, -0.490942, 
0.218430, -0.606721, 0.296615, -0.858351, 8.905200, 0.149483, -0.489096, 
0.215931, -0.612155, 0.293031, -0.889799, 8.909300, 0.147007, -0.487236, 
0.213411, -0.616912, 0.289318, -0.921511, 8.913400, 0.144478, -0.485364, 
0.210873, -0.620983, 0.285474, -0.953479, 8.917500, 0.141897, -0.483480, 
0.208320, -0.624359, 0.281499, -0.985691, 8.921600, 0.139265, -0.481588, 
0.205754, -0.627034, 0.277391, -1.018137, 8.925700, 0.136583, -0.479688, 
0.203179, -0.629000, 0.273150, -1.050801, 8.929800, 0.133852, -0.477784, 
0.200597, -0.630250, 0.268774, -1.083668, 8.933900, 0.131075, -0.475876, 
0.198012, -0.630780, 0.264264, -1.116720, 8.938000, 0.128252, -0.473967, 
0.195426, -0.630585, 0.259617, -1.149937, 8.942100, 0.125384, -0.472058, 
0.192842, -0.629661, 0.254834, -1.183296, 8.946200, 0.122473, -0.470152, 
0.190264, -0.628004, 0.249914, -1.216775, 8.950300, 0.119521, -0.468251, 
0.187694, -0.625612, 0.244856, -1.250345, 8.954400, 0.116528, -0.466356, 
0.185135, -0.622485, 0.239661, -1.283978, 8.958500, 0.113496, -0.464469, 
0.182590, -0.618620, 0.234328, -1.317644, 8.962600, 0.110427, -0.462593, 
0.180063, -0.614019, 0.228856, -1.351308, 8.966700, 0.107321, -0.460729, 
0.177556, -0.608683, 0.223247, -1.384934, 8.970800, 0.104180, -0.458879, 
0.175073, -0.602615, 0.217500, -1.418484, 8.974900, 0.101005, -0.457045, 
0.172616, -0.595816, 0.211615, -1.451917, 8.979000, 0.097798, -0.455229, 
0.170188, -0.588292, 0.205594, -1.485189, 8.983100, 0.094559, -0.453433, 
0.167793, -0.580047, 0.199437, -1.518256, 8.987200, 0.091291, -0.451659, 
0.165433, -0.571089, 0.193145, -1.551067, 8.991300, 0.087995, -0.449908, 
0.163111, -0.561424, 0.186719, -1.583574, 8.995400, 0.084671, -0.448183, 
0.160830, -0.551061, 0.180160, -1.615723, 8.999500, 0.081321, -0.446485, 
0.158593, -0.540009, 0.173471, -1.647459, 9.003600, 0.077946, -0.444815, 
0.156403, -0.528279, 0.166652, -1.678726, 9.007700, 0.074548, -0.443177, 
0.154262, -0.515883, 0.159706, -1.709464, 9.011800, 0.071127, -0.441570, 
0.152174, -0.502834, 0.152635, -1.739614, 9.015900, 0.067685, -0.439998, 
0.150140, -0.489146, 0.145442, -1.769114, 9.020000, 0.064224, -0.438461, 
0.148163, -0.474834, 0.138129, -1.797901, 9.024100, 0.060744, -0.436961, 
0.146247, -0.459914, 0.130700, -1.825910, 9.028200, 0.057246, -0.435501, 
0.144393, -0.444405, 0.123158, -1.853076, 9.032300, 0.053732, -0.434080, 
0.142604, -0.428326, 0.115506, -1.879335, 9.036400, 0.050203, -0.432701, 
0.140881, -0.411695, 0.107749, -1.904622, 9.040500, 0.046660, -0.431365, 
0.139228, -0.394534, 0.099890, -1.928870, 9.044600, 0.043103, -0.430074, 
0.137647, -0.376865, 0.091933, -1.952016, 9.048700, 0.039535, -0.428828, 
0.136139, -0.358712, 0.083885, -1.973995, 9.052800, 0.035956, -0.427630, 
0.134706, -0.340099, 0.075748, -1.994746, 9.056900, 0.032367, -0.426480, 
0.133351, -0.321051, 0.067529, -2.014207, 9.061000, 0.028769, -0.425379, 
0.132074, -0.301595, 0.059234, -2.032319, 9.065100, 0.025164, -0.424329, 
0.130878, -0.281758, 0.050866, -2.049028, 9.069200, 0.021552, -0.423330, 
0.129764, -0.261567, 0.042434, -2.064278, 9.073300, 0.017934, -0.422384, 
0.128734, -0.241053, 0.033941, -2.078021, 9.077400, 0.014311, -0.421491, 
0.127788, -0.220244, 0.025396, -2.090209, 9.081500, 0.010685, -0.420652, 
0.126928, -0.199172, 0.016804, -2.100799, 9.085600, 0.007056, -0.419869, 
0.126155, -0.177867, 0.008172, -2.109753, 9.089700, 0.003425, -0.419141, 
0.125470, -0.156360, -0.000494, -2.117038, 9.093800, -0.000207, -0.418470, 
0.124873, -0.134685, -0.009186, -2.122622, 9.097900, -0.003838, -0.417855, 
0.124365, -0.112873, -0.017897, -2.126484, 9.102000, -0.007469, -0.417299, 
0.123948, -0.090958, -0.026621, -2.128603, 9.106100, -0.011098, -0.416800, 
0.123620, -0.068971, -0.035349, -2.128966, 9.110200, -0.014724, -0.416359, 
0.123382, -0.046947, -0.044076, -2.127564, 9.114300, -0.018346, -0.415978, 
0.123235, -0.024918, -0.052793, -2.124396, 9.118400, -0.021964, -0.415655, 
0.123178, -0.002917, -0.061493, -2.119464, 9.122500, -0.025576, -0.415391, 
0.123211, 0.019022, -0.070170, -2.112777, 9.126600, -0.029182, -0.415187, 
0.123334, 0.040868, -0.078816, -2.104349, 9.130700, -0.032780, -0.415041, 
0.123546, 0.062588, -0.087423, -2.094200, 9.134800, -0.036369, -0.414955, 
0.123847, 0.084150, -0.095986, -2.082354, 9.138900, -0.039950, -0.414928, 
0.124235, 0.105522, -0.104496, -2.068841, 9.143000, -0.043520, -0.414960, 
0.124712, 0.126675, -0.112948, -2.053696, 9.147100, -0.047079, -0.415050, 
0.125274, 0.147577, -0.121334, -2.036958, 9.151200, -0.050627, -0.415199, 
0.125921, 0.168200, -0.129649, -2.018670, 9.155300, -0.054161, -0.415405, 
0.126653, 0.188516, -0.137885, -1.998881, 9.159400, -0.057681, -0.415670, 
0.127467, 0.208496, -0.146038, -1.977641, 9.163500, -0.061186, -0.415991, 
0.128362, 0.228113, -0.154100, -1.955005, 9.167600, -0.064675, -0.416369, 
0.129337, 0.247342, -0.162067, -1.931030, 9.171700, -0.068148, -0.416802, 
0.130390, 0.266159, -0.169933, -1.905776, 9.175800, -0.071602, -0.417291, 
0.131519, 0.284539, -0.177693, -1.879305, 9.179900, -0.075038, -0.417834, 
0.132722, 0.302461, -0.185342, -1.851680, 9.184000, -0.078453, -0.418431, 
0.133998, 0.319901, -0.192875, -1.822966, 9.188100, -0.081848, -0.419080, 
0.135345, 0.336841, -0.200289, -1.793230, 9.192200, -0.085220, -0.419782, 
0.136759, 0.353261, -0.207578, -1.762537, 9.196300, -0.088569, -0.420534, 
0.138241, 0.369143, -0.214740, -1.730955, 9.200400, -0.091895, -0.421336, 
0.139786, 0.384469, -0.221771, -1.698550, 9.204500, -0.095194, -0.422187, 
0.141392, 0.399226, -0.228667, -1.665389, 9.208600, -0.098468, -0.423085, 
0.143059, 0.413397, -0.235426, -1.631536, 9.212700, -0.101714, -0.424030, 
0.144782, 0.426970, -0.242045, -1.597057, 9.216800, -0.104931, -0.425020, 
0.146559, 0.439932, -0.248521, -1.562015, 9.220900, -0.108119, -0.426054, 
0.148388, 0.452272, -0.254853, -1.526471, 9.225000, -0.111275, -0.427131, 
0.150267, 0.463982, -0.261038, -1.490485, 9.229100, -0.114400, -0.428250, 
0.152192, 0.475050, -0.267074, -1.454115, 9.233200, -0.117491, -0.429409, 
0.154161, 0.485471, -0.272961, -1.417419, 9.237300, -0.120548, -0.430606, 
0.156172, 0.495237, -0.278697, -1.380448, 9.241400, -0.123568, -0.431840, 
0.158221, 0.504342, -0.284280, -1.343256, 9.245500, -0.126553, -0.433111, 
0.160307, 0.512783, -0.289711, -1.305892, 9.249600, -0.129499, -0.434416, 
0.162425, 0.520555, -0.294989, -1.268402, 9.253700, -0.132405, -0.435753, 
0.164574, 0.527655, -0.300112, -1.230830, 9.257800, -0.135271, -0.437122, 
0.166751, 0.534083, -0.305081, -1.193220, 9.261900, -0.138096, -0.438521, 
0.168953, 0.539836, -0.309896, -1.155609, 9.266000, -0.140877, -0.439948, 
0.171177, 0.544916, -0.314557, -1.118034, 9.270100, -0.143614, -0.441401, 
0.173420, 0.549322, -0.319064, -1.080531, 9.274200, -0.146306, -0.442880, 
0.175680, 0.553057, -0.323418, -1.043130, 9.278300, -0.148951, -0.444381, 
0.177954, 0.556124, -0.327618, -1.005861, 9.282400, -0.151548, -0.445905, 
0.180240, 0.558524, -0.331666, -0.968752, 9.286500, -0.154096, -0.447449, 
0.182533, 0.560263, -0.335562, -0.931826, 9.290600, -0.156593, -0.449011, 
0.184833, 0.561344, -0.339307, -0.895106, 9.294700, -0.159039, -0.450589, 
0.187135, 0.561774, -0.342902, -0.858612, 9.298800, -0.161432, -0.452183, 
0.189438, 0.561558, -0.346348, -0.822363, 9.302900, -0.163771, -0.453791, 
0.191739, 0.560703, -0.349646, -0.786374, 9.307000, -0.166055, -0.455410, 
0.194035, 0.559215, -0.352797, -0.750659, 9.311100, -0.168282, -0.457039, 
0.196324, 0.557104, -0.355802, -0.715231, 9.315200, -0.170452, -0.458676, 
0.198603, 0.554377, -0.358662, -0.680101, 9.319300, -0.172563, -0.460321, 
0.200869, 0.551043, -0.361379, -0.645276, 9.323400, -0.174615, -0.461970, 
0.203120, 0.547111, -0.363954, -0.610765, 9.327500, -0.176605, -0.463623, 
0.205355, 0.542593, -0.366388, -0.576573, 9.331600, -0.178533, -0.465278, 
0.207569, 0.537497, -0.368682, -0.542704, 9.335700, -0.180398, -0.466932, 
0.209761, 0.531835, -0.370838, -0.509161, 9.339800, -0.182199, -0.468586, 
0.211929, 0.525619, -0.372858, -0.475946, 9.343900, -0.183935, -0.470236, 
0.214071, 0.518859, -0.374742, -0.443060, 9.348000, -0.185604, -0.471881, 
0.216183, 0.511569, -0.376491, -0.410503, 9.352100, -0.187206, -0.473520, 
0.218265, 0.503761, -0.378108, -0.378271, 9.356200, -0.188740, -0.475151, 
0.220313, 0.495447, -0.379594, -0.346364, 9.360300, -0.190205, -0.476773, 
0.222327, 0.486642, -0.380949, -0.314778, 9.364400, -0.191599, -0.478384, 
0.224303, 0.477359, -0.382175, -0.283509, 9.368500, -0.192923, -0.479983, 
0.226240, 0.467612, -0.383274, -0.252552, 9.372600, -0.194175, -0.481567, 
0.228137, 0.457415, -0.384247, -0.221902, 9.376700, -0.195354, -0.483136, 
0.229991, 0.446783, -0.385094, -0.191552, 9.380800, -0.196460, -0.484688, 
0.231800, 0.435732, -0.385818, -0.161496, 9.384900, -0.197491, -0.486222, 
0.233563, 0.424275, -0.386419, -0.131727, 9.389000, -0.198448, -0.487737, 
0.235279, 0.412430, -0.386898, -0.102237, 9.393100, -0.199329, -0.489230, 
0.236945, 0.400211, -0.387257, -0.073019, 9.397200, -0.200134, -0.490701, 
0.238560, 0.387635, -0.387497, -0.044064, 9.401300, -0.200862, -0.492149, 
0.240123, 0.374717, -0.387619, -0.015363, 9.405400, -0.201513, -0.493571, 
0.241632, 0.361476, -0.387624, 0.013092, 9.409500, -0.202085, -0.494968, 
0.243086, 0.347926, -0.387512, 0.041310, 9.413600, -0.202580, -0.496337, 
0.244485, 0.334085, -0.387285, 0.069301, 9.417700, -0.202995, -0.497677, 
0.245825, 0.319971, -0.386944, 0.097074, 9.421800, -0.203331, -0.498988, 
0.247108, 0.305599, -0.386490, 0.124638, 9.425900, -0.203588, -0.500269, 
0.248331, 0.290988, -0.385922, 0.152003, 9.430000, -0.203765, -0.501517, 
0.249494, 0.276156, -0.385243, 0.179179, 9.434100, -0.203861, -0.502733, 
0.250595, 0.261119, -0.384453, 0.206176, 9.438200, -0.203877, -0.503915, 
0.251635, 0.245895, -0.383553, 0.233003, 9.442300, -0.203812, -0.505062, 
0.252611, 0.230503, -0.382543, 0.259669, 9.446400, -0.203666, -0.506174, 
0.253525, 0.214960, -0.381424, 0.286185, 9.450500, -0.203440, -0.507249, 
0.254374, 0.199285, -0.380196, 0.312560, 9.454600, -0.203132, -0.508287, 
0.255159, 0.183494, -0.378861, 0.338804, 9.458700, -0.202743, -0.509287, 
0.255878, 0.167607, -0.377418, 0.364925, 9.462800, -0.202274, -0.510248, 
0.256533, 0.151642, -0.375869, 0.390934, 9.466900, -0.201723, -0.511169, 
0.257122, 0.135615, -0.374213, 0.416838, 9.471000, -0.201092, -0.512051, 
0.257645, 0.119547, -0.372451, 0.442648, 9.475100, -0.200379, -0.512892, 
0.258102, 0.103454, -0.370583, 0.468372, 9.479200, -0.199587, -0.513691, 
0.258493, 0.087356, -0.368610, 0.494018, 9.483300, -0.198714, -0.514449, 
0.258818, 0.071269, -0.366532, 0.519595, 9.487400, -0.197761, -0.515164, 
0.259078, 0.055212, -0.364350, 0.545110, 9.491500, -0.196728, -0.515837, 
0.259271, 0.039203, -0.362063, 0.570572, 9.495600, -0.195617, -0.516466, 
0.259399, 0.023259, -0.359671, 0.595988, 9.499700, -0.194426, -0.517053, 
0.259462, 0.007399, -0.357176, 0.621365, 9.503800, -0.193157, -0.517595, 
0.259460, -0.008361, -0.354576, 0.646710, 9.507900, -0.191810, -0.518094, 
0.259394, -0.024002, -0.351873, 0.672030, 9.512000, -0.190386, -0.518548, 
0.259263, -0.039508, -0.349065, 0.697330, 9.516100, -0.188885, -0.518958, 
0.259070, -0.054861, -0.346154, 0.722617, 9.520200, -0.187308, -0.519324, 
0.258814, -0.070044, -0.343140, 0.747896, 9.524300, -0.185655, -0.519645, 
0.258496, -0.085040, -0.340022, 0.773172, 9.528400, -0.183928, -0.519921, 
0.258117, -0.099834, -0.336800, 0.798449, 9.532500, -0.182127, -0.520153, 
0.257677, -0.114409, -0.333474, 0.823732, 9.536600, -0.180252, -0.520341, 
0.257179, -0.128748, -0.330045, 0.849024, 9.540700, -0.178305, -0.520484, 
0.256622, -0.142836, -0.326512, 0.874328, 9.544800, -0.176287, -0.520584, 
0.256008, -0.156657, -0.322876, 0.899646, 9.548900, -0.174198, -0.520639, 
0.255338, -0.170196, -0.319135, 0.924982, 9.553000, -0.172039, -0.520651, 
0.254613, -0.183438, -0.315291, 0.950335, 9.557100, -0.169811, -0.520619, 
0.253834, -0.196369, -0.311343, 0.975708, 9.561200, -0.167515, -0.520544, 
0.253003, -0.208974, -0.307290, 1.001099, 9.565300, -0.165153, -0.520426, 
0.252121, -0.221240, -0.303134, 1.026509, 9.569400, -0.162725, -0.520267, 
0.251189, -0.233152, -0.298873, 1.051937, 9.573500, -0.160233, -0.520065, 
0.250210, -0.244699, -0.294508, 1.077380, 9.577600, -0.157677, -0.519822, 
0.249183, -0.255866, -0.290038, 1.102836, 9.581700, -0.155058, -0.519538, 
0.248112, -0.266642, -0.285464, 1.128302, 9.585800, -0.152379, -0.519214, 
0.246997, -0.277015, -0.280786, 1.153773, 9.589900, -0.149639, -0.518850, 
0.245841, -0.286974, -0.276003, 1.179245, 9.594000, -0.146841, -0.518447, 
0.244645, -0.296507, -0.271116, 1.204712, 9.598100, -0.143985, -0.518006, 
0.243410, -0.305605, -0.266125, 1.230167, 9.602200, -0.141073, -0.517527, 
0.242139, -0.314257, -0.261029, 1.255603, 9.606300, -0.138106, -0.517012, 
0.240834, -0.322455, -0.255829, 1.281011, 9.610400, -0.135085, -0.516460, 
0.239496, -0.330188, -0.250525, 1.306382, 9.614500, -0.132012, -0.515873, 
0.238127, -0.337450, -0.245117, 1.331705, 9.618600, -0.128888, -0.515251, 
0.236729, -0.344232, -0.239605, 1.356970, 9.622700, -0.125715, -0.514596, 
0.235305, -0.350528, -0.233990, 1.382164, 9.626800, -0.122493, -0.513908, 
0.233856, -0.356330, -0.228271, 1.407273, 9.630900, -0.119224, -0.513189, 
0.232384, -0.361634, -0.222450, 1.432284, 9.635000, -0.115910, -0.512438, 
0.230891, -0.366434, -0.216527, 1.457181, 9.639100, -0.112552, -0.511658, 
0.229380, -0.370725, -0.210501, 1.481948, 9.643200, -0.109151, -0.510849, 
0.227852, -0.374504, -0.204375, 1.506567, 9.647300, -0.105710, -0.510012, 
0.226310, -0.377767, -0.198148, 1.531020, 9.651400, -0.102228, -0.509148, 
0.224755, -0.380513, -0.191821, 1.555287, 9.655500, -0.098708, -0.508259, 
0.223190, -0.382739, -0.185395, 1.579349, 9.659600, -0.095152, -0.507344, 
0.221617, -0.384444, -0.178870, 1.603182, 9.663700, -0.091560, -0.506407, 
0.220038, -0.385629, -0.172249, 1.626765, 9.667800, -0.087934, -0.505446, 
0.218456, -0.386293, -0.165531, 1.650075, 9.671900, -0.084276, -0.504465, 
0.216871, -0.386438, -0.158719, 1.673085, 9.676000, -0.080587, -0.503463, 
0.215288, -0.386067, -0.151812, 1.695772, 9.680100, -0.076868, -0.502442, 
0.213706, -0.385181, -0.144814, 1.718109, 9.684200, -0.073122, -0.501403, 
0.212130, -0.383784, -0.137724, 1.740069, 9.688300, -0.069349, -0.500347, 
0.210560, -0.381882, -0.130546, 1.761623, 9.692400, -0.065551, -0.499275, 
0.208999, -0.379479, -0.123280, 1.782742, 9.696500, -0.061730, -0.498189, 
0.207449, -0.376581, -0.115928, 1.803399, 9.700600, -0.057886, -0.497090, 
0.205912, -0.373194, -0.108493, 1.823561, 9.704700, -0.054022, -0.495978, 
0.204389, -0.369328, -0.100975, 1.843200, 9.708800, -0.050139, -0.494856, 
0.202884, -0.364989, -0.093379, 1.862283, 9.712900, -0.046238, -0.493724, 
0.201397, -0.360187, -0.085706, 1.880779, 9.717000, -0.042321, -0.492583, 
0.199931, -0.354932, -0.077957, 1.898657, 9.721100, -0.038389, -0.491434, 
0.198487, -0.349235, -0.070137, 1.915885, 9.725200, -0.034443, -0.490279, 
0.197068, -0.343107, -0.062248, 1.932431, 9.729300, -0.030486, -0.489119, 
0.195674, -0.336561, -0.054292, 1.948264, 9.733400, -0.026518, -0.487954, 
0.194309, -0.329609, -0.046273, 1.963350, 9.737500, -0.022541, -0.486787, 
0.192972, -0.322265, -0.038194, 1.977660, 9.741600, -0.018557, -0.485618, 
0.191667, -0.314544, -0.030058, 1.991162, 9.745700, -0.014566, -0.484448, 
0.190393, -0.306460, -0.021868, 2.003826, 9.749800, -0.010570, -0.483278, 
0.189154, -0.298029, -0.013628, 2.015622, 9.753900, -0.006570, -0.482109, 
